SectionOrder,ExternalId,Drug,Type,TypeSub,Value,SectionSubOrder
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61269016660,1124
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61269017306,1125
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61269017406,1126
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001515,1127
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001530,1128
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001531,1129
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001532,1130
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001539,1131
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001545,1132
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001551,1133
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001554,1134
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001556,1135
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001560,1136
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001590,1137
2,DNX0344,Multivitamins with Minerals,NDC,NDC,61392001591,1138
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107003805,1139
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107003813,1140
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107004001,1141
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107004010,1142
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107004113,1143
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62107004506,1144
2,DNX0344,Multivitamins with Minerals,NDC,NDC,62617000502,1145
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63044015201,1146
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63044015202,1147
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63102020230,1148
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63629172701,1149
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63629172702,1150
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63717016001,1151
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868061460,1152
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868062030,1153
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868062301,1154
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868062401,1155
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868062513,1156
2,DNX0344,Multivitamins with Minerals,NDC,NDC,63868062960,1157
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64011019519,1158
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64038010330,1159
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64727555008,1160
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64899043960,1161
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64980010201,1162
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64980010606,1163
2,DNX0344,Multivitamins with Minerals,NDC,NDC,64980011806,1164
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162040010,1165
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162040011,1166
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162044810,1167
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162044811,1168
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162045010,1169
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65162045011,1170
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65224059060,1171
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65615040216,1172
2,DNX0344,Multivitamins with Minerals,NDC,NDC,65880079260,1173
2,DNX0344,Multivitamins with Minerals,NDC,NDC,66267015030,1174
2,DNX0344,Multivitamins with Minerals,NDC,NDC,66375020701,1175
2,DNX0344,Multivitamins with Minerals,NDC,NDC,66375020702,1176
2,DNX0344,Multivitamins with Minerals,NDC,NDC,66663051701,1177
2,DNX0344,Multivitamins with Minerals,NDC,NDC,68025001110,1178
2,DNX0344,Multivitamins with Minerals,NDC,NDC,68025002110,1179
2,DNX0344,Multivitamins with Minerals,NDC,NDC,68212030060,1180
2,DNX0344,Multivitamins with Minerals,NDC,NDC,68212050060,1181
2,DNX0344,Multivitamins with Minerals,NDC,NDC,68212060090,1182
2,DNX0344,Multivitamins with Minerals,NDC,NDC,69054021060,1183
2,DNX0344,Multivitamins with Minerals,NDC,NDC,69336036030,1184
2,DNX0344,Multivitamins with Minerals,NDC,NDC,69499034430,1185
2,DNX0344,Multivitamins with Minerals,NDC,NDC,69618004102,1186
2,DNX0344,Multivitamins with Minerals,NDC,NDC,69677005060,1187
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013069,1188
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013280,1189
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013304,1190
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013313,1191
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013316,1192
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013317,1193
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013323,1194
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013329,1195
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013564,1196
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013565,1197
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70030013571,1198
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70645040230,1199
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70877100201,1200
2,DNX0344,Multivitamins with Minerals,NDC,NDC,70898019809,1201
2,DNX0344,Multivitamins with Minerals,NDC,NDC,71741007230,1202
2,DNX0344,Multivitamins with Minerals,NDC,NDC,71800000530,1203
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312000350,1204
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312001580,1205
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312001584,1206
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312001632,1207
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312002781,1208
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312002782,1209
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312003661,1210
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312004130,1211
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312007190,1212
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312007430,1213
2,DNX0344,Multivitamins with Minerals,NDC,NDC,74312007878,1214
2,DNX0344,Multivitamins with Minerals,NDC,NDC,75854030630,1215
2,DNX0344,Multivitamins with Minerals,NDC,NDC,75854034260,1216
2,DNX0344,Multivitamins with Minerals,NDC,NDC,75854034360,1217
2,DNX0344,Multivitamins with Minerals,NDC,NDC,76420015390,1218
2,DNX0344,Multivitamins with Minerals,NDC,NDC,77333013810,1219
2,DNX0344,Multivitamins with Minerals,NDC,NDC,77333013825,1220
2,DNX0344,Multivitamins with Minerals,NDC,NDC,79854001245,1221
2,DNX0344,Multivitamins with Minerals,NDC,NDC,79854040055,1222
2,DNX0344,Multivitamins with Minerals,NDC,NDC,79854061931,1223
2,DNX0344,Multivitamins with Minerals,NDC,NDC,79854073311,1224
2,DNX0344,Multivitamins with Minerals,NDC,NDC,79854075911,1225
2,DNX0344,Multivitamins with Minerals,NDC,NDC,82028012086,1226
2,DNX0344,Multivitamins with Minerals,NDC,NDC,82028012089,1227
2,DNX0344,Multivitamins with Minerals,NDC,NDC,82468061567,1228
2,DNX0344,Multivitamins with Minerals,NDC,NDC,82468062045,1229
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87701040771,1230
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87701040772,1231
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87701092692,1232
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87900009524,1233
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87900040605,1234
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87900072060,1235
2,DNX0344,Multivitamins with Minerals,NDC,NDC,87900074060,1236
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004131,1237
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004132,1238
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004222,1239
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004224,1240
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004311,1241
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004312,1242
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004420,1243
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004421,1244
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004422,1245
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004424,1246
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395004430,1247
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395005161,1248
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395005162,1249
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395005171,1250
2,DNX0344,Multivitamins with Minerals,NDC,NDC,88395005172,1251
2,DNX0344,Multivitamins with Minerals,NDC,NDC,93595094841,1252
2,DNX0344,Multivitamins with Minerals,NDC,NDC,94007013468,1253
2,DNX0344,Multivitamins with Minerals,NDC,NDC,96295012500,1254
2,DNX0344,Multivitamins with Minerals,NDC,NDC,96974000013,1255
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00403306730,160
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00405510401,161
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00418368253,162
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00421008060,163
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00421196560,164
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00463617401,165
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00463617410,166
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00482015490,167
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00482015506,168
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00482015806,169
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00485002301,170
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00527163730,171
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536103706,172
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536238085,173
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536279059,174
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536335708,175
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536344238,176
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536344508,177
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536344908,178
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536354701,179
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536354710,180
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536354901,181
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536386537,182
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536390908,183
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536391008,184
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536399301,185
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536399401,186
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536404401,187
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536404610,188
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536406001,189
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536406010,190
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536409338,191
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536410501,192
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536417841,193
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536466608,194
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536466701,195
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536466710,196
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536474601,197
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536475010,198
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536475208,199
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536475408,200
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536475508,201
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536558806,202
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536569606,203
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536594011,204
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536594601,205
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536594806,206
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536680101,207
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536781408,208
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00536781501,209
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573032515,210
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573032815,211
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573061030,212
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573062020,213
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573062030,214
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00573062530,215
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00576050630,216
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00603597021,217
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00603597028,218
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00603638121,219
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615068729,220
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615068743,221
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615068753,222
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615068763,223
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615069329,224
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615069343,225
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615069353,226
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615069363,227
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615160101,228
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615160113,229
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615162613,230
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615163713,231
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615163829,232
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615163843,233
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615163853,234
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615163863,235
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453029,236
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453043,237
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453053,238
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453063,239
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453729,240
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453743,241
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453753,242
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00615453763,243
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642020110,244
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642020315,245
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642020316,246
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642020410,247
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642030030,248
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642274690,249
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00642275590,250
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00658004010,251
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00658004601,252
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00658004603,253
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00659523801,254
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677016001,255
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677017401,256
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677020001,257
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677092001,258
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677094906,259
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677097006,260
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677127501,261
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677160401,262
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677164501,263
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677175001,264
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00677188306,265
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00682300001,266
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00686069313,267
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00686163713,268
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00686163813,269
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00686351313,270
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00686519514,271
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761010612,272
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761012212,273
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761012712,274
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761018820,275
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761018912,276
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761043820,277
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761051410,278
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00761075020,279
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00781110201,280
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00781187801,281
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00781187810,282
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00785481101,283
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00813003801,284
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00813003805,285
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00813003833,286
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00813931601,287
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814115822,288
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814285514,289
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814285522,290
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814287012,291
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814287022,292
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814345014,293
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814345022,294
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814345030,295
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814347022,296
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814387014,297
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814387022,298
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814467014,299
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814467022,300
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814467114,301
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814467122,302
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814648422,303
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814710522,304
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814715710,305
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814715722,306
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814727514,307
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814727522,308
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814783614,309
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814783722,310
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814783830,311
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814846714,312
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814846726,313
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814846730,314
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814848214,315
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00814848226,316
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00832862716,317
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00834204991,318
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839518206,319
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839626106,320
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839632105,321
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839635705,322
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839658706,323
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839679106,324
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839729288,325
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839729305,326
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839729506,327
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839730806,328
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839750806,329
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839766605,330
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839769166,331
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839772005,332
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00839784904,333
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904003470,334
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904003480,335
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904026352,336
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904030352,337
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904030361,338
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904030460,339
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904030461,340
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904030480,341
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904053061,342
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904053252,343
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904053360,344
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904053680,345
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904054013,346
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904054061,347
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904054080,348
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904235562,349
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904235592,350
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264013,351
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264060,352
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264072,353
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264113,354
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264146,355
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904264172,356
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904272752,357
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904275452,358
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904275460,359
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904317960,360
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904318560,361
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904323306,362
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904323393,363
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904420752,364
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904420760,365
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904420813,366
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904420870,367
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904422452,368
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904425418,369
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904425446,370
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904425452,371
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904434460,372
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904502309,373
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904503852,374
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904503951,375
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904504260,376
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904504351,377
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904504452,378
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904506151,379
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904539360,380
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904548652,381
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904548689,382
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904555752,383
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904559652,384
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904564752,385
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904571352,386
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904767660,387
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904770552,388
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904770652,389
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904773518,390
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904773552,391
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00904792960,392
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00927001112,393
2,DNX0344,Multivitamins with Minerals,NDC,NDC,00927001212,394
2,DNX0344,Multivitamins with Minerals,NDC,NDC,01780027730,395
2,DNX0344,Multivitamins with Minerals,NDC,NDC,01780055001,396
2,DNX0344,Multivitamins with Minerals,NDC,NDC,01780082515,397
2,DNX0344,Multivitamins with Minerals,NDC,NDC,02590035116,398
2,DNX0344,Multivitamins with Minerals,NDC,NDC,04000000135,399
2,DNX0344,Multivitamins with Minerals,NDC,NDC,04000000137,400
2,DNX0344,Multivitamins with Minerals,NDC,NDC,04000000214,401
2,DNX0344,Multivitamins with Minerals,NDC,NDC,04000000220,402
2,DNX0344,Multivitamins with Minerals,NDC,NDC,05105011180,403
2,DNX0344,Multivitamins with Minerals,NDC,NDC,05105011190,404
2,DNX0344,Multivitamins with Minerals,NDC,NDC,05105011200,405
2,DNX0344,Multivitamins with Minerals,NDC,NDC,07661065810,406
2,DNX0344,Multivitamins with Minerals,NDC,NDC,07661065820,407
2,DNX0344,Multivitamins with Minerals,NDC,NDC,09042064180,408
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10006073023,409
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10006073024,410
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10135034701,411
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10135034710,412
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10135034769,413
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10267102701,414
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10267102705,415
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10267201602,416
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10363025319,417
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10432001401,418
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10432001402,419
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10432002701,420
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10432002702,421
2,DNX0344,Multivitamins with Minerals,NDC,NDC,10432004701,422
